user,total_staked,staked_count,total_withdrawn,withdrawn_count,total_mor_claimed,claim_count,mor_balance
0x054330B84283F1d4DFF0cA711FEb2C2DDAeCCa8B,0.9966,1,0.9966,1.0,0.30820096459820395,1.0,0.30820096459820395
0x0544868B896316A53B01090A7c4505353B008C15,100.0,1,100.0,1.0,226.83748512814847,1.0,0.0
0x054F8b1e555adAd75878765A6946b49A9A46FFf3,4.0,1,3.0,1.0,0.0,0.0,0.0
0x05615398383D59599E30a8577bf8E23772D0D911,20.5,1,20.5,2.0,20.21817066349716,1.0,20.21817066349716
0x0561e5b036DdcF2401c2B6b486f85451d75760A2,150.0,1,150.0,2.0,296.6503763941493,3.0,17.411749511644373
0x056590F16D5b314a132BbCFb1283fEc5D5C6E670,120.06020954311347,3,120.06020954311347,1.0,117.01022129876466,1.0,0.0
0x056c1b55F09270A8e7a5066dAB79Ddd23e565CB7,5.762158497332916,2,5.762158497332916,2.0,4.885152344209714,1.0,0.0
0x058B10CbE1872ad139b00326686EE8CCef274C58,30.0,1,30.0,1.0,15.275891236747752,1.0,15.275891236747752
0x058D29FA25C3302Ba32Ec4a7272A7842EB34e7d7,0.17356718613497196,1,0.17356718613497196,1.0,0.0,0.0,0.0
0x05A1ff0a32bc24265BCB39499d0c5D9A6cb2011c,2.971378752864154,3,2.9713787528640943,1.0,800.6002103291421,9.0,22.623735926800666
0x05De9a7501102326035aB6D162C7fD7f60D08E24,0.06138954439843616,2,0.06138954439843616,1.0,0.0,0.0,0.0
0x05Df97D6654574Cc65afB55427Eb7F4CcF06414c,55.2,1,55.2,1.0,175.34535151911177,1.0,175.34535151911177
0x05bc807E1d81c64cF7EC54d9EB5e7c9B1387C98A,0.20911591510498442,1,0.20911591510498442,1.0,0.427404080461561,1.0,0.0
0x05d794d45390d9e49F8B5d135384d2C6eE23Ce4B,0.9,1,0.9,1.0,2.507183880928594,1.0,1.5071838809285942
0x05dDBAb5151886d56821069b02eF85e177d018b5,5.99,1,5.99,1.0,14.884246849533307,1.0,0.0
0x05dE2BF353A27B25f2e59B2CE6731Fa6E042E46C,3.951624562823476,1,3.951624562823476,1.0,24.539370720662678,4.0,24.539370720662678
0x05f200Ad90E70750110E02e73E17caA81383Ebc8,30.9,2,30.9,1.0,38.17384516782101,1.0,49.862788452695106
0x06079c26CC57b0C5cfE01Cf45f8Eea8f95D9296c,59.39756246822768,3,59.397562468227676,4.0,45.523545067919436,1.0,45.523545067919436
0x0611bf5A24c05264A940DA19E98235C3b873eBAA,5.096833548083033,3,5.096833548083033,3.0,8.36739241660323,2.0,1.952581643209285
0x06392739706EfC25a6417B1274F7262038d9079e,0.12544249,1,0.12544249,1.0,0.0,0.0,0.0
0x063e2575Eb717CC4031a39726CFEB38096C9fa8a,40.0,2,0.0,0.0,0.0,0.0,0.0
0x064B705F1Ae65626b5765837Cd42864703A02400,347.0350102652869,8,347.0350102652869,7.0,139.5311613016479,15.0,0.0
0x06519B84772a1B3c519870CA2eF825a87C1FB70E,1.529847,1,0.0,0.0,4.38532638877128,1.0,4.38532638877128
0x06522ba910f5eA3644e7f99c847e84BCefcd7A03,22.970438960535784,1,0.0,0.0,0.0,0.0,0.0
0x065B67b0C834e8Ee12b8C0b399740F1197D502A6,0.06481968411440125,1,0.0,0.0,0.0,0.0,0.0
0x066AE24ABa80760847e676De1C09e57D3E7BC90f,175.9263205542214,4,175.9263205542214,4.0,399.79747445448584,3.0,4500.100133098403
0x0671D77376069262cc075746eAF8Bfe82B008C1C,4.125639225249835,3,4.125639225249836,2.0,11.07595032712518,2.0,0.0
0x0674d40Ef6dBb555CD98c1A45C55f8721d39c293,27.0,1,27.0,1.0,85.14561755137571,2.0,0.0
0x067C98Fc22566300a927FEDB347f86d56AE7E2d6,20.0,1,20.0,1.0,53.04762951190494,1.0,53.04762951190494
0x067DC06D45b695DfC877A5d3f174fF8576699950,1.0,1,1.0,1.0,6.5957342292544805,1.0,0.0
0x0691D162678e13132c2D0DDf23BBA87a3905751F,0.17671647053595158,1,0.0,0.0,0.0,0.0,0.0
0x06DB34fc291E5CB565993Ed124F9e12c6a5bb054,28.0,2,28.0,1.0,23.148890003309223,1.0,0.0
0x06b835a612910A92ea7BF7114817cE81497c6714,0.9596351443275499,1,0.9596351443275499,1.0,0.0,0.0,0.0
0x06bbB24D6b811FD15c78815060F562DF3324EED5,1.0,1,0.0,0.0,0.0,0.0,0.0
0x06d4B89475a53111e8939b1aE8Af7e14804A5186,2.0004311219409026,1,2.0004311219409026,1.0,5.258833697655916,1.0,5.258833697655916
0x06e9a1636A43b5a55452F97f75403085A992aF36,0.67,2,0.0,0.0,0.0,0.0,0.0
0x06f8B87637CBe9225c76f3D2EBaD369A9537E085,0.042,1,0.0,0.0,0.0,0.0,0.0
0x06fe938d02C4AB732Db5918dA83Eeb712AD453Ad,1.2000000000000001e-14,2,0.0,0.0,50.95955097792226,2.0,1e-18
0x0706EBeF2C2a85728d4C74926e435bEf74294a81,14.933711708648655,1,14.933711708648655,1.0,10.933331175833588,1.0,0.0
0x071BD766805fEeA54f738a867D1D71Fc3910e0d9,0.15,1,0.15,1.0,0.33714909666138587,1.0,0.33714909666138587
0x0727eEBC54866A528CE803111AB063632B23d6Df,1e-13,2,5e-14,1.0,0.0,0.0,0.0
0x075A4E7A2ea6DC1CA0B9ea5AB1313907a16da773,1.0,1,0.0,0.0,0.0,0.0,0.0
0x075F93D5e3E73BC7029eFb69101CBCA9adEf501D,0.5,1,0.0,0.0,0.0,0.0,0.0
0x076402E536b771462B24671cdE155050506aABb4,0.4,1,0.4,1.0,0.5633862796388223,1.0,17.39509342649996
0x076f07d1FDa0F8B7820adaf924721969986eE0a2,0.4948494272277947,1,0.4948494272277947,1.0,0.8144884703912589,1.0,0.0
0x076f5c9bbc762626856DccBEB5A18F2c2d5b69ae,23.77543665725372,3,16.575181940652165,2.0,44.80796074931218,4.0,0.0
0x07717C77a38A9570bF2D9CE2Cb4Fe56c4c8953A2,0.3230919031085277,1,0.3230919031085277,1.0,0.0,0.0,0.0
0x07842189C481Dac598453D541089E400ddc617fB,5.0886339,1,0.0,0.0,36.61750472047591,1.0,0.0
0x078ad2Aa3B4527e4996D087906B2a3DA51BbA122,0.4999999999999999,1,0.4999999999999999,1.0,0.0,0.0,0.0
0x07930c93DCd3425b9ebD67765e28a0bbdb0D5893,12.023161901608368,1,12.023161901608368,1.0,28.255496697615385,1.0,0.0
0x07A8F20cB4C78F3859f1a4f7a893c4F8Aa231856,16.0,1,1.0,1.0,0.0,0.0,0.0
0x07C996EFd5b2524c8E47ca625A6A9bBdd1Fdc3A1,0.510587212752408,1,0.510587212752408,1.0,1.4245739316843469,1.0,0.0
0x07Cd17daEd936EcbAC7accD8DaA2A330B99C53a7,11.650948012035848,2,11.650948012035846,1.0,43.283865848145254,1.0,0.0
