address,mor_balance
0x213706F372Cc0983d45cb00FEE1EF77E519E0939,5580822683045473793
0x4E34e77681275D9d00E573A72a661f87C5A041cC,3986862238558387328
0x8c6f6F91eb122e02A4c33F1eDF0C1070D8CB652a,0
0x53f6DD495D605Be1b39Ea1bE81986be4B76F117a,0
0x7fAad3c10944F6f1942EbeDc7653dFD115b13248,241183247080561629
0x2be9D498a705265540a4dFCC385b403AF312c008,1673592424767469483
0x9e7C2F830425ba4F85614A410b38ffdF75F438AF,0
0xd0392E43557Dad622DB230C515ede5810E085EC4,0
0xCD922764C55c4156C9e03e815AedC35dC263700f,533365947341801417162
0x5624a94AeD486eA5a7Ca830835cE14d23F2bA08E,743625552138692987
0x4FD3B6BE0f3E9d1467a674d6091A892c626b2eF7,0
0x2FC2F705110A7F46Ce85F701d7217EF1018f01A3,1
0x8484F0d446694D9E4ac446c4D4616c67f7560534,0
0x15C39E1e6843B01eBC30c491395209a618D314CD,0
0xd0124eA3ba0049706daefa08aD17a74E46fb8bb2,224058415987976939602
0x49A323CC2fa5F9A138f30794B9348e43065D8dA2,0
0x85D7FB73b57b7109757117E7943fF54969f30eb2,1268871539985850352
0xf161eF5311eAfeA04d236B4274f75e0910bCd309,0
0x465E3E49e17fDb604BfC65F76035C8481b744438,589598332201208134
0x5A1c06B13cc94caC7D076ACB77c2CC22192b2C6b,0
0xD38aAa4f17A3948edE996d3D8eA28b55B7C6eE7B,560042860909863585897
0xb6a49b08F72f3CA662DEE27C171658A576cA293B,0
0x99feC4CaAb023E3EAfcBBcA03f83B7C7D67B6DC6,3454989258605185020
0xDa28a4C963E020c5c03112ccBEad24DA90719a0f,0
0x22Cb4e4DA785120319D602C2fa2b73961Bd47E36,36617504720475909581
0x951e3B369Cb31b21819f39CD3eB03CF29E78bF6e,78051988371600868207
0xcBfde7090664c6df1e8a2d6773b355c35CD8c756,0
0x497320c1AB75F3c8C56fd58551629121e09bE7F3,14835071372205636329
0x1A2A4335838Ed85ea35296bBEb022b0600677186,0
0x09E7bb4df046841d9A270534fDEe42F932BdeFC0,230586164205474381
0xA8c4aa8aA2673918605211Cad32631aAF3aaD0ee,1375400165393873505
0x473Cb60b47e7aCE72Add0f8cE0085437AaD0365d,0
0xF353d2C92855054512D3c8C17D754bB171242eB2,615442570150758502
0x5694baAEaCa2C419306c9Bf5dbfdAC7F92c7704c,358664759138339747287
0x4d61EE0b2dfEC44a24Cf7dBf63A7F5151194239f,0
0x01f91EfB822164e807C7BcBc3C40C4484263dFD8,0
0xCf1D56D6fA4f8A3404106ef4765C140546D1E5e3,2018736667022431755
0x5D14C59C8B648806D5cbAf0edD4414B549FBFCC2,2322698706768779725
0xCCf035087E9035e42955AeB366291B4ffc56321B,0
0xf432Ce1Eae375d68D139c367881d3C67aF331AEF,1618630982346594530033
0xD338058dd1593A74d18438E2521Ab62A00bBF1f2,186153558866154879
0x26Dd7126cE8bA22CCd2f77AfFb41FCd44789c26a,0
0x5B6D236E39a4723A8f79DB93cFD1af4d228f9C60,0
0xEf3036329c0c6F6a874cFfC8551E9373C75E15Dc,14343568753595181
0x71Db04aE7698058544e99a31aB9e2739C8D2132C,29622192985395344856
0x47176B2Af9885dC6C4575d4eFd63895f7Aaa4790,2980659085866802225
0xf0DeA1be99d163D516463aEe189B1939F39fB7ff,0
0x406cBFC2d391bEd42078138165465128b4E0CB06,160382538018852038179
0xd5341D82350FD09012375FFB4D8B3CDF22634286,0
0xdF91b223a081E8889A5Fb0288941BC5D0bE63D6F,0
0x84bb8F4998527aaF4cf5633Bb2743533310600bB,0
0xbdFd83C8129313efbA643F04e87851E997B89EE1,30937084475340100809
0x6E48Adc8C660B6eb83aBFEFC918f19604bbcb89A,0
0x5bcBABa9704F625bdb7EB1D8a3c305737916e6Ff,0
0x81CEA8B7301850806B6E6E2d057a6C7c8738C992,0
0xA6705764df552e80dd343a4be8BAaf272270B695,5404180981281301967
0x2ECEc7fc0c3612FAfAff4B08c15Bb2089121a362,5157337915324221544
0xB6ced9E46c27497f96CB410665dDA9dEcf9024AB,0
0xb223D80a0b02Cf1b23b9c9709C23027b8c3c983d,22735681706774259634
0x36c35A230708704D8fd1aDb8e2Ee7a57B7d7cCB7,550003454012604180
0x72F711e517e8A7F67f6e44C1d5A19dBb31E96b53,0
0xd85E753BE08fdcf25D95Acb85F87961168E0586e,2075207047595920728
0x6e32C51A33d40e22Fef61EE33cd4Ee1dc3ecfE2e,0
0xF76eB72a2A5fD523dC965d25C1E07ad0f32A7447,87638244625821802342
0x8a2488D4bfCF8038FB843BFcB7120485599B487A,60298229708212889277
0x9cd4cde2D492f79FfFC62634ebd22994681743be,938648222208451870125
0x8d724647b123e1E367467b04fe0F898C9C5537c8,0
0xaCc993013812e5524102474Ba78f3a278c6d2eFc,12528920239104438227
0xd78C266D53C72b8F9F425b741EF607E62E1008c4,0
0x68B1c5dEAF2b5de25D7eeD4E6d453aCb0502177d,23374003861383850862
0x4bC08a5Be852d4903e8D5f929962780BD2384d6d,0
0x34531a6eEB209dcc892451967b8EbA64b857764F,0
0x3d3E4e9987949209988d10DaB9F7ED7596a3c21b,0
0xBe29E320Ce5a172c9098c5800335e818853DC2B2,117270582960806793003
0x9B7D7c4ce98036c4d6F3D638a00e220e083116c7,0
0x14ADf8ff670bC9C52960874B674c3Cc4C728b13B,0
0x141b3A0A006C14696F84535E1e6e4bD3F979212e,171799603117280991
0x2E2aFAFbeEaA08d6883dCdEBEe84A2d623a9CEee,0
0x4d7d37D088aED9854628A40B70Ed0587e1B671E9,4844274047565234773
0xF12218f9d8DF0200F936F333789F440A16419A2c,4851899319404682689
0x7CdE51F5cE06C4F22a84bf3B4aAECaE07DeD1F4A,0
0xb3C4A480F01894F4E796F6c544f50F2915A2877A,0
0xf4aEF64C2183871D05ef127E9d0a8854dAEd1D4b,469516746867841450
0x9731B0c8436C63cb018A9D81465EdE49EcB0390E,178316317420604960016
0x2c8c68f84dfe2Be2908F3Aa54Ab8505B7347ee02,0
0xada2e777a78e817d59F85ac9aEEB6687dB298A31,0
0x92c61A0a76c6c1E95D2c8534cA90D84171A74e4E,0
0x52823ADb58faA92fE411a2D42790f145c468C373,3755734779490497083
0xAfCd89Ded20E1294795e2e62e64869977E0331a9,6215852250426641123
0xc2FA2705019D4cDC01D396908E78D76aaBEEfAad,377118376785985010
0x85F70b07cE23b85b34DCbeEF21aF12F6c440bb60,0
0x52E9A20cc758a07871ecE2051D8A068990Efd090,0
0x02C4A7FB58817d995D2696CDfB20bDA4614C8a06,10470884371162308516
0x5980B6aB8CA92ee002981849e10B93fDabffbD10,0
0xf00ED2067ccC824810553Eb5b51b684612e10d3d,0
0xd455712e43582134F101a0C686d26548B5438A3b,5466993555511703342
0x1252bf1BEeA27b001d2e324069e92d83722Cd40F,0
0x643b2C9E7134cA2aA2D021B03472D842cd925F28,2533852470360182570
0xE8440f84fC83046dFDad99B9a2c498853BFf6343,4625781519371
0xf2d3B7ddbAD3776394Bfe053bA4038D1eC3Ab9E4,57518071858013162
0x76ec3090D628B23464CC3Ed81ee4a6ed38a9E696,1074168071334240332
0x298a247D7a265BF9e904545209254e4777e531C3,148249902475652691245
0x70966accFdF83Cd4D26A1e80F3D4878Ddc0A4ee5,2240454237440906389
0x33257977e750FF4bB5C75241fCA32832b606DAa7,338135067701073845
0x22368a5edf7EF976e94AF32B286e94430d282BB4,0
0xEDD0c3D6A792D69Bc8f1634e04D3f70663fE8299,0
0xd76Fbc775e84FB7638FbBD7F7d9C63F61333291b,1015824122070808537113
0x0010e4A512fEA0DC959cc7277a5D391E80572C75,0
0xE86738411Db78D8eBeCB26638ccDCbf31f41a566,0
0x22C67265037fA9Dd907900DBcC5Ab8E7a7529bf0,8895252540090168308
0x64972C8Ac47c9Ba0Baeb16AEcA961474a1b867f1,3459852811369687425
0x2f0D360D090e6cbDb0116B26A492399c226741cD,0
0x6e97da38A05B56efedA2E860a54F3C386232a90e,48266254543902881168
0xC4543863874E80116353d59a7b48B564E5860280,628953182770731666
0x14f0e9F2dAFD0d38ac9AE267cacade5c3638beE6,44482963417071984994
0x2bc08E19fF0ea675280CB8b5fDea469a88EA464D,593080032294951279
0x3a92f10694f38f2bea6A3794c3bD06880572Dc1f,5910410590240524801670
0xE24dA1C8f33E1Dd8B7993B8b028C7109698DdAa5,117317537900102610
0xb7E988Dc89c9c6276f551204121b9F0844EAf9fA,0
0x05A1ff0a32bc24265BCB39499d0c5D9A6cb2011c,22623735926800666598
0x247B7e245002E6b525782366DeC32446F645320d,31167078754500974668
0x0FB0110E8c5bA3D6E6e4519F1E4BC5293144C141,0
0x10c4f3f0260fcF457DEABD2201eE1CdBC13E0f9F,214081734761422199423
0xEB2BD9378EaB10dbD0b138cDcf3906F76e4E97dF,0
0xAb9F4D19F6F22B152153A1d701A1492255d79387,815246967647172341947
0xF13DFD20f6017a85b51E80551fD161C970b36599,7196809574651392601
0x0b16Ac7189986344acde47D225BC9172ff53B15b,0
0x896C20Da40c2A4df9B7C98B16a8D5A95129161a5,73251789887933515419
0x1fb2152D7E793d6FEDDA20AaC902ba92f7A6a745,0
0x188045739b9d6DFb3CB2bC39eA2fB0889fE2FeAD,8403385426164455132
0x3476ee81BA812D56b571bCc2e6122De698084E15,962056820946436309386
0x5D40C5Dc3ba69208F440DcA579240A64e6c71DcE,12291090701960026555
0xF2c06f90FB58844C09220e01E3116A2293Df6960,0
0xc4F3eA9A57445B7909A5F825a9fDf8fa5bFf3445,56350967521059510
0xead6605b9E105E28bd35e9F494131C10c1281ce9,0
0xb45b831E551cF3345516dDC27b1f412a2302DaC6,0
0x624Fae07DbA4c092552DFD584F91EaA5Aa47E609,1465228124124659408
0x4898B708B84451C35A3Af2a21871d6a01ea45788,0
0xa2E83e57502a89A3aF7ceACc195B320F9ad7D64D,0
0x607A730885b9e3C80445116db13e30Ee00a43907,257136306700426342
0x44A29Dad364281885a6b75fcEE4662c8E9959beE,1060330337452123059
0xe2108A7F12AA614Ba1E95fd52fB251c238c80B88,0
0x29001Eab4c1c7Fe0550D2D14e98d78787C6a78CF,586742659212798275
0x88eaCcc16E9E9D889327C86Bed6732E00ce01750,0
0x55b8D6aDfcFDbA3B92a4338D09C859e42E8e21b7,701271693927217482
0xD785Cd39f0E39E1e5Eff200C35cc022A8694d8b9,5043222068771019252
0x2E0534e0F4a1B4F90897Bc87b75Ee53f459EBB8e,12181486419448886441
0xe2A835CA86dcFEA83c93a6c636192A730C0b5651,52083909246890175770
0x8395F2faAa7E79057348c08DA5eaEA80d116ba44,0
0xD644C1B56c3F8FAA7beB446C93dA2F190bFaeD9B,1286485173223732144
0xF7D7CC75bE4572F7D2eDEB538ef099D9A732b15B,0
0x209A72DA65a4A0b5C07D0b224CEcC96830049ffA,0
0xa9dA9CAc1FbeB057FA9C88071B3d74638313d71C,2484546312101561015
0x88e1C3Bd24197886e08baa852423e582b8B75BE4,0
0x226575a4308800b832aE1A943d4a1298767033c9,168795829873198789
0xa68658704aE5f37284E93ac91A7FECB1c858dBEd,244246556094436136191
0x6357B6C6E2d79b570a0C5A0b17e20Ab46f72BCf8,3296069041201363736539
0x3ef5e34b1900052C4F1A6F415c64A5d695c39351,1838025116009787096
0xe71cfde3B643aFf811D4cB8F4eb4647CA3aaeD83,7523692529542627801
0x2523008f1efD00551ab288f342EFC481286132dB,1002940773954689758508
0x9B5A610a4EeE291195A9BD14770c67a91cD094a5,0
0xd67BB90d483C77bDEdAA78a055018e9460642d2a,0
0x5A2CE6EDcd82D9a9141BcBDE7b9559F8816838aB,36163602839315257110
0x184007A6F5680d13Dc2E90d9A28818B8FC950F9C,0
0x8c489760f54056ACEF3f3098f3b2111f44A51fF1,0
0x8212Ed68830421700c0495EA7cca664512D2D019,0
0xbA389F3275BeC463B10A5E48Cc8C9cC7d30dBE60,1195323461764499524
0x7A70EcA937f10234c42b4dAED0970FAe6f88DF15,1103152810388320598
0xBDBcEA4a1C82BE1a7c3242df8c1863649881731c,310780520806699917
0x80CdcF57f42C6BfB429b245d798ee46b9F71Edea,0
0xe9191DC0376a01B13751dF0FF0CEf710bcDF506e,0
0x65Ba4f92D7DFA813DdBd849D9Faf38a723Dd9b12,83336586488602806970
0x0b91054b2455d7ff8C8b64327776fE21928f773E,0
0xfDA4Ddc13A68e0949Dce6CE01E2a6B65a44762Fd,23095875097225505963
0x280A156f28488D38897074110588e3B5493Dfe79,31441037278448794612
0x5C151Ba82903554f8d9da11b83c4bbc26C478356,0
0xc7229CBBB10Dfa06E0caDE96c03d9128FC80D1fd,0
0x1e0600E9502250fB16CdeADB5BCe321baB4FD6e1,986416726357770824261
0x59c4700d7f3716F949b5e2aF1cA0F28103E82a0F,500000000000000012392
0x39c31A899662Da8BBA43862c82C8bA531Dc61390,1000000000000000000
0x468B95fEc9FB5e6b475b544E912Bbb27C8e08961,461995751579205517
0xB03a3004fd65964Eb3dd321b1237289773b6B187,0
0xf504D37EDD1cF2fDb4537B962ab6ee185DEf6Aa6,0
0x8429888534896D42A951da36108BE3a0F2fdCf16,24432417010650695924
0xd5419373f7b7ad83B9f31cceC33764f38c448e35,0
0x894454ecc032D50E12C5a9164B79C39A237DF8C6,17659784499975467921
0x5a641C6fd5a473395355816EBC757b067CCaabE5,5826010578288016
0x54bEF37E7816427da3A4F2d47D5934F86571ab73,20382763381538886232
0xE6a52260694Aa80FA0cA152ACDc868deA4566F2a,0
0xc604C34b07586F9bA6Bc29Ef2A1B52ca9F9980aC,2779835647435535153
0x2d14B5b8495D13966461c9D9b910F1Ca743828f8,0
0x6fBcB0A9E8410ae6dF0D55029AFA5Bf590e07e35,49421700770170382805
0xa79dA6745899BCDE939FF98364564Ac55f2b21C7,0
0x7E8ce0bC69b8f32517b1581A518086C84D7F1215,4604764511836010189
0x04bB8E8B33E921ac156cDAab7c48900030Ba6cD3,0
0x02125C2258F7F8B661Ef2a4DE2852DDceFaFeC03,971980481122482180
0xe03D0920084E051A88315Cf62EDC6B437be40589,0
0x2D88016d3D0a209e0BADa929711d5E4999dF74D5,11294517064061089679
0xe8195398C17eA5a4a7af38727B01c6590C159645,20871165049581853
0x164b5FfEFd173C70D0faedB2Cd188d8dFDeC3dEd,0
0xf0Dcfe44Af845841462D0fA85358DaFB72042077,0
0xEBfA5Bb9559A602f9775Cd62e753216eA63dC24c,43026851850662237133
0xd6E1f60C7Bb9724801d02b1584Dc535470AAe949,1015438501870415116
0x3998F134d6aaa2b6a5f723806D00fD2bBBBCE891,0
0x165C1DD2f2Ed43b32EA4320A8b309BC5eb9c4968,1362837324427744341
0xdC9eF8EBC1f9A4EB851a2e5705d1Fdae1e6de76A,0
0x1a6e22C122c8D08A50482279BE214C2116713e1C,0
0x4b44feFBE51fc89B30D7137963a10903943410e0,0
0x6857642f123FAd16eCef413c80A154EE810a1706,0
0x60aBFeDA81DfcA31507fEf7760717A789e2c183A,25077908906418940191
0x49ca963Ef75BCEBa8E4A5F4cEAB5Fd326beF6123,97837334821230307237
0xD21a12B3fb7E8C622de672e2647627393Cd530d4,0
0x1cb9981A50441979361CB7EeC9AA765EF9F77D88,63250579608922687895
0x746C0882e7FC1EF9685B325fad8ca3d4262206E9,725218272421861657
0x7431aDa8a591C955a994a21710752EF9b882b8e3,447474146937841508
0x33E580CEe928D83a61B98905a1F9bE68eA6279B8,2196672436424770367
0x9b3B5eb870466e14bCD29Cf9702e6671D381D7E2,0
0x533be7f12F28641615451D610163F30A974aC1eC,112900681556776502781
0x543F926FDD1E6ea791195A5264CDf2445103FCA5,581323340486335977
0x1FA2029Ec29B060044A995063aad02FA9290E197,0
0x958E4232A310034C758B105e0377BA7DBA25e6E6,1019313091397941053
0xf9AEb52bB4eF74E1987dd295E4Df326d41D0d0fF,0
0x17a1523dF839D5EDb1D500881fBbb2714a48ca60,3594288198130830674
0xA9F399a421075ec0bd7c8084ec75CC32600Da797,7474175382169352631
0xABb92012f985B5b7Cadfa46cAc0aBC43aC30757C,146261832618715045979
0xbF59F039cbFA8790875eA3710a3b6cf5DD17BC08,1848664246209533042
0x3cFF25215E85B9cA0C07A7c1bA8643319Be80AA8,1343787874331346554
0xD0e156EF159E9483A9551c2D37F075AEF1DdF6BE,308562571297106884
0x08c9573a3a9235B712237747a88989dCb24d4a34,462177009436254312
0x1FE93C21Fa5e94a3753cF16512be6F2b0Ee31C4c,7831914563368219733
0xAcfDEa90D81Fe51313A13456b635CCCAfd413627,0
0x08d80FAbFc9a286A254A49a0cda530A9201BBba9,354318270349997896
0xc84Af746c67EB9F9A6A973a123Ffe192e05Bac09,2127550054693533065
0x96c825a14934a121E60FC3B2D5926B0f1f47802c,0
0x90Ef64BeF252523a7bca13f84507C789Da462781,19525445131581776828
0xCB446d57B792cb1ac18fF4580B1b252C92991a29,462628951431539543
0xe36BcFCb85fbeAc239197120Babc435eE95Ced8f,0
0xD8facF95328DE2E71e2c169D5C877ed1e2223ef0,28500885257538118907
0x7E67C887A20C5bfFb32745440752F0521FDcA7a0,28256144295959460412
0x40CCF59a2b4777E9C793B8D4b882CE9DDAd169F8,0
0x07d7685bECB1a72a1Cf614b4067419334C9f1b4d,236242597871341438984
0xdE77D258155d0aCFe634C52F6577fcF620752786,33969111973684
0xaA3B1fDC3Aa57Bf24418E397f8c80e7385aAa594,310915773959156028045
0x04A64871e3913B911B468531B511420D45ED5B2A,0
0x9a11d1D90AfB58a22C566EC63f5b3A7554970aC1,0
0xF94b548084f38b45e41404CfaD567210827A6668,7439178097283510606
0x669A7e45136f1Db0769F4ad10837276399b3ee0A,928344352112892356
0xC9211A0E4CfAb4974fe15a77A90682079b53722b,96020136279289693494
0x7e59F75E178ff082585F91557Cf8CE16923F6246,81724549610299734048
0xBfb2658c546B0c4e0bB38F6513C47553AE59B3Ac,100627645510115699
0xa87dBb982008E26f3Ec39258dbB69344631274C5,0
0xE27Ffb567D962B85e61294E6850dA905306a87B7,16019100708997732294
0x70305F11944ba4622ce0AE2e4D9D8023f54CeA85,4646068260469778914799
0xf0d66807004b4080E02026b50DA1d3b214d2b4b6,0
0xEdb0caEE8ce2C80D6Db4a080923DEFD2e77D3BA0,270331824913184273
0x456aAf9Bf91CE3193b41906b21Ca5Cd377F2B334,38302353732324270389
0x2b8241aB0E9319D7AeC39944FBD1496cE62b39c4,0
0xF14F2B9F439e209798577c5E67A6f133DE26C030,577227513826894842
0x8bfA2307C282f114F4F3384FE88957EB4ED47588,0
