Timestamp,TransactionHash,BlockNumber,poolId,user,amount
2024-02-08T17:03:59,0x6061c06e47773e045b243473cc4f58c85224f17d687091067c91fb4d9879ae98,19183179,0,0x705242cF0ec57707ed96163D324e5c1caA9f781C,1000000000000000000
2024-02-08T17:06:11,0x69a6c53449b66fae2de3a2ba880e371f62ecc49aea0377da3a50cfa5c5fd1072,19183190,0,0xd6c8c7ebC21EC6Cde34e845c9186D4E14597D847,10000000000000000
2024-02-15T17:30:23,0x1d81363dd9d0f26ebe3165690a8f3e5aa71311761270ceb979c786c85b2b0ae9,19233190,0,0xe6F643177cdd835611612aa87330c0968E69d129,10860228846138206650
2024-02-15T17:30:35,0x0e7225f9fff3f5eff7df166f617698cf47b587919f1c0d19103d834c3e381077,19233191,0,0xF993026CAA000C091c120E8Fe0F6E510C2cc4425,2075000000000000000
2024-02-15T17:47:23,0xd7167cd8eb63b2ce37e253cc46a1aff068343c424c1dbda9828144553b5772bf,19233275,0,0x27bFDc08E370C3B1ba73b9F6588AC48B5A40F258,1137448338415517151
2024-02-15T17:48:11,0xdb84c3a8e662623af9adc61db43632724151dfc7f016f6a3cdb301699b0c4c46,19233279,0,0x0bd71A0F715822a1A85e21e8aE65863FfE735FaC,9817154514031234138
2024-02-15T17:54:11,0x0e1f681704157227233ee43bffe09626516b997c1187c090c3b73d3442257fa7,19233309,0,0x197aAC0f42862fBa0B461F9B8845cfD1c36E21D4,349999999999999998
2024-02-15T18:04:47,0x8545515366c8b228535eb54af7ba21c877d45bdfb8898f10d0b12f0745ab2dc5,19233361,0,0x0CE5F33Bdd30986500A872cF34b05a6a34f2f7a8,804420012854912039
2024-02-15T18:29:11,0x1a4ed423204717c3b2e3bf6b1a2e842b1ca4e17aa8998ef7f2f4dc8272ae2f23,19233481,0,0x09d3C42d40cF47B935F58ABfe423CD2bC891b230,1700176520009668124
2024-02-15T18:59:35,0x5d87c65a5debb56772bbfc88b226a700c3721abdb2c995767e11ffdaf033efa3,19233632,0,0x6bE1da1CBC7F8CD4338d94d85e5F204CaB1619Fe,2900197287069629083
2024-02-15T19:07:23,0x683548490b3a266d6a5ecadd415bb1a21b288dd95577c086e5101e8efe0b1949,19233671,0,0x18BaDF36ec74DaE9D3f028805B58c8Ca27775268,1000103835299804779
2024-02-15T19:30:11,0xcef782d668017efe39e0406069606e806cf79c87e3afec3892caa0f004ab232b,19233785,0,0x494a95b3Bc27F61D65EB6bDeC8da6ec674Bd69f7,192455995466981182110
2024-02-15T19:41:11,0x7fca5c62151af03d2b7376f5ebc99885b96c89f84b3f3ce19a6709505e9386dd,19233840,0,0xf9248ceF286A5036D44be313aa408aa5900C0D70,444973465632743258
2024-02-15T21:19:35,0xcd0bbf80b9562f804e1b53e150a8b6766a866331b007132515c4f79507df27c8,19234329,0,0x4a4De1cfED16D489a726096aC10B7FF5073A6E25,332644319999999999
2024-02-15T21:25:47,0x4175f1a6b1e24763d95fbd84fe9446dc2a4f324c1253dbb0195dfbf8542da09a,19234360,0,0x7CdE51F5cE06C4F22a84bf3B4aAECaE07DeD1F4A,16099999999999999999
2024-02-15T21:36:59,0xe5ef8283d367e82b1f4b884fd02c0321019c04c0f9ed63b76dbcbe2dd939c16d,19234416,0,0xF853d7a08C2A0e4084064151Ed1ce4E5f2a006BB,10000104199591970282
2024-02-15T21:47:35,0x0cfacf01406f7c27aedbfe96b4656eeb07bbf2e50a4e35e8f717d9caec7e205e,19234468,0,0xa394e5A73117a50eDCB7C6440D44638Cf854b92c,999999999999999999
2024-02-15T21:54:59,0x5c71e1883f41b73eb4df224e6580d56534fa7cca5296168151e47a4f45ac61d2,19234505,0,0xcF99C78A37AF2CAc29F662df3E454CefE6B7beB7,10150420532964209355
2024-02-15T21:57:23,0x153f6b5943f2cb856dd0155e377bc95764ebc7fe5337de84cbf63f6d3e8976f2,19234516,0,0x4d61EE0b2dfEC44a24Cf7dBf63A7F5151194239f,16900000000000000000
2024-02-15T22:20:35,0x68ffda023b0c920eb70db8d07a80b165876bc639a8ce51bdcbb29f8e5afef185,19234632,0,0x0BF3883aCbb866A02761c909A7B0b770B8572D71,4099999999999999998
2024-02-15T22:27:47,0x2eb02f32c81042a3227084823b96823ab94f5881e558dbbdb16dfdd73b35e97f,19234667,0,0xE69FdC15c47a3f7484d4d47680288e0aBC7A8ED8,5989999999999999999
2024-02-15T22:31:47,0x3c7d33a0b171eed9c7769ffbaa47c2f1daa04dd133ab5867f4cc70ac2920c1f7,19234687,0,0x60E483cdCf8Ca76Cb83594675caD74fe3D6F97eC,1979561201371360149
2024-02-15T22:37:59,0x2980d9dc80cb2f57f15254e61b82493ae088b7092c97c4f18b27f576cab84bbc,19234718,0,0x5f44Fe1C8B5D0802edA2A9B638c6163aD52D633B,4000554894048084032
2024-02-15T22:41:47,0xcfb20fcb6799becf886ab7d9a55095e6ad1330184559b2d64fd1dd46fa913ec2,19234737,0,0x681B46B95F02495dF8aEda026400d811FAa01929,1096199999999999998
2024-02-15T22:55:59,0x682ba7f49918681cff6029d9eec5d143d9ac5c8a9c19fbf3c82723cbe17bc3c2,19234808,0,0x157ce097daa8355e25E17fd9A7BEB5F8E4D468cD,7971069543719174983
2024-02-15T23:01:11,0x25f0464db2698b14e9b08ea117cfdace5a67f346856d599584f219983eab08bf,19234834,0,0x45A5a285Aa32E16F1ce97C0809e3Ef13A364c9a8,498649917250736557
2024-02-15T23:18:35,0x9396402b2791d901862cf4c87cb32bf73067b9e429ca8a04731b417c137b3dcd,19234920,0,0x36933E51242B80BA7647DB874D3B8C98ad77d057,329999999999999999
2024-02-16T01:01:23,0xce3a0025042df03dc61af012a93e442591a17e88b52431c5fbd6f94725621121,19235430,0,0x7450D9e6a3F274bBBfc0AB8F4aF47F1ae37a675e,100000000000000000000
2024-02-16T01:53:47,0xb2ef4292dc1700cc3648c6331abdd0c9acb079033a5c6970788a85b0c0f259a9,19235691,0,0x5F9E5e87e19f9d86d58a75697c53447616392f62,887999999999999999
2024-02-16T02:35:59,0xd272e6a625eaaf127c57dc9ac42570d599828d8590eefeb9fc3d265f853d9fb8,19235900,0,0x08B281b3D03C4DCFF6eDA8F3BD4E334fC0F1ECDf,4454999999999999997
2024-02-16T02:36:59,0x2c1b21a69d28c567931807c09b9324ce666e7588c3e54eed65bcf6c57d01c2ae,19235905,0,0x26d3b4a8DA07DA081B092E1F1c81735328CEdAa5,8350867024753369906
2024-02-16T03:15:47,0x45f128f1db7903f674aae0c16792a46af4c6817b873093600a5c8fa7baa7bbfe,19236098,0,0xeB0D8F5e531AfF2247bb1ff1F9E11d0FECd47cb0,4999999999999999999
