Timestamp,TransactionHash,BlockNumber,poolId,user,amount
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x7aE68C76771131835e90AEfF44f1c03d07503B92,41
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xe27458C8Bb3D9Bf298BC8FE47F0Cfab40bc45963,22
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x98eFf980C57c9D333340b3856481bF7B8698987c,50
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xb75DB2216E7047C7b6bebE1057CF7c99e5D87eD0,100
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x01974549C9B9a30d47c548A16b120b1cAa7B586C,32
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xC16C04dE65E2EBA60B78294E23953f5EB17F9202,120
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x2ed6D479C15272438c38c7c47994e3e8df3138c8,280
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x48d0EAc727A7e478f792F16527012452a000f2bd,164
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xd8737632121D4C50b76FA3349B3C197c4574170a,80
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x8388298D1B9601CE2da78127605570b4878f2cFa,25
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x8d00121e79cBb741A7da7B0598762B8dE3394E62,20
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x683C0173BD2214E95cA9FFB1B437c12A9697ABe6,226
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xf3ed92789Ec71174FCDff6aA97239E5456a1b5c0,80
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x46266F255E49756847587eabDDFc4D336Ef268d2,20
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x704a10D661A0ce0be6C3379d93FC47f13be4ab50,10
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x05A1ff0a32bc24265BCB39499d0c5D9A6cb2011c,30
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xaBd9faA94384595ea304ddce2Ac8e097970eD5b3,22
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x63d45Be2F2828c0f8e2b4Cff745e89ae74A6d034,16
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x5EBe5223831523823528Ef0a7EdF67D288B1B070,18
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x931A833E7A699163907bfE8E36cbFbF2E6fa5fd1,275
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xe4D28FE30829A825B7379EF28d5d91174436C899,264
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x62aF7c48Cf412162465A8CaFdE44dFb17bA96038,165
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xED48BAcB38Aa79F0C44133baF73a74F44cEdD5F9,10
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x6c4eB02ac1060Cf486153c0c02829739E45409F3,10
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0xA17b82286601825a5ac45Dcb01f38242D1a79548,25
2024-02-08T01:55:59,0x3865d63f1f4aa46c7c45dccd3ada0f3a81eff5fe66e757ac0fef074269497cab,19178683,1,0x0A094e2Cb26578E688a28e7040199ADC6cd490Da,10
